date,amount,type,contra_account_name,message_for_recipient,ks,vs,ss,note,entity_name,text,prediction_new_data
2021-08-03,-1961,Bezhotovostní platba,"","pp#17519 FO 2625/2021, khk:p, graficke-a-market-prace-72021, alena-valentova",,208202101,,"pp#17519 FO 2625/2021, khk:p, graficke-a-market-prace-72021, alena-valentova",pirati_stan,"pp#17519 FO 2625/2021, khk:p, graficke-a-market-prace-72021, alena-valentova pp#17519 FO 2625/2021, khk:p, graficke-a-market-prace-72021, alena-valentova",o
2021-08-03,-6396.8,Bezhotovostní platba,"","pp#17424 FO 2540/2021, cen:vv, cestovne-a-ubytovani-kveten-az-cervenec, pavel-stepanek",,7,,"pp#17424 FO 2540/2021, cen:vv, cestovne-a-ubytovani-kveten-az-cervenec, pavel-stepanek",pirati_stan,"pp#17424 FO 2540/2021, cen:vv, cestovne-a-ubytovani-kveten-az-cervenec, pavel-stepanek pp#17424 FO 2540/2021, cen:vv, cestovne-a-ubytovani-kveten-az-cervenec, pavel-stepanek",d
2021-08-03,-4100,Platba převodem uvnitř banky,"","pp#17545 FO 2648/2021, khk:p, zalohova-faktura-preprava-palet, ing-monika-bednarova",,2122103,42021,"pp#17545 FO 2648/2021, khk:p, zalohova-faktura-preprava-palet, ing-monika-bednarova",pirati_stan,"pp#17545 FO 2648/2021, khk:p, zalohova-faktura-preprava-palet, ing-monika-bednarova pp#17545 FO 2648/2021, khk:p, zalohova-faktura-preprava-palet, ing-monika-bednarova",o
2021-08-03,-40000,Bezhotovostní platba,"","pp#17543 FO 2646/2021, cen:mo, proplaceni-vedouci-odpovidacu-202108, michalzachar",,60082021,,"pp#17543 FO 2646/2021, cen:mo, proplaceni-vedouci-odpovidacu-202108, michalzachar",pirati_stan,"pp#17543 FO 2646/2021, cen:mo, proplaceni-vedouci-odpovidacu-202108, michalzachar pp#17543 FO 2646/2021, cen:mo, proplaceni-vedouci-odpovidacu-202108, michalzachar",d
2021-08-03,-582.01,Bezhotovostní platba,"","pp#17518 FO 2624/2021, cen:vs, nanuky-doprava-automrazak, top-trans-eu-as",,9911021831,42021,"pp#17518 FO 2624/2021, cen:vs, nanuky-doprava-automrazak, top-trans-eu-as",pirati_stan,"pp#17518 FO 2624/2021, cen:vs, nanuky-doprava-automrazak, top-trans-eu-as pp#17518 FO 2624/2021, cen:vs, nanuky-doprava-automrazak, top-trans-eu-as",d
2021-08-03,-830,Bezhotovostní platba,"","pp#17507 FO 2613/2021, stc:p, lavicky-cernosice, mesto-cernosice",,1343000350,42021,"pp#17507 FO 2613/2021, stc:p, lavicky-cernosice, mesto-cernosice",pirati_stan,"pp#17507 FO 2613/2021, stc:p, lavicky-cernosice, mesto-cernosice pp#17507 FO 2613/2021, stc:p, lavicky-cernosice, mesto-cernosice",d
2021-08-03,-970,Bezhotovostní platba,"","pp#17506 FO 2612/2021, stc:p, lavicky-mnisek-pod-brdy, mesto-mnisek-pod-brdy",,8270000258,42021,"pp#17506 FO 2612/2021, stc:p, lavicky-mnisek-pod-brdy, mesto-mnisek-pod-brdy",pirati_stan,"pp#17506 FO 2612/2021, stc:p, lavicky-mnisek-pod-brdy, mesto-mnisek-pod-brdy pp#17506 FO 2612/2021, stc:p, lavicky-mnisek-pod-brdy, mesto-mnisek-pod-brdy",d
2021-08-03,-500,Bezhotovostní platba,"","pp#17498 FO 2606/2021, stc:p, lavicky-rakovnik, mestsky-urad-rakovnik",,5140029500,42021,"pp#17498 FO 2606/2021, stc:p, lavicky-rakovnik, mestsky-urad-rakovnik",pirati_stan,"pp#17498 FO 2606/2021, stc:p, lavicky-rakovnik, mestsky-urad-rakovnik pp#17498 FO 2606/2021, stc:p, lavicky-rakovnik, mestsky-urad-rakovnik",d
2021-08-03,-1779.22,Bezhotovostní platba,"","pp#17492 FO 2601/2021, ulk:p, online-na-facebooku-2021-0702, facebook-ireland-limited",,26012021,,"pp#17492 FO 2601/2021, ulk:p, online-na-facebooku-2021-0702, facebook-ireland-limited",pirati_stan,"pp#17492 FO 2601/2021, ulk:p, online-na-facebooku-2021-0702, facebook-ireland-limited pp#17492 FO 2601/2021, ulk:p, online-na-facebooku-2021-0702, facebook-ireland-limited",a
2021-08-03,-420,Bezhotovostní platba,"","pp#17476 FO 2585/2021, khk:p, lavicka-jaromer, mesto-jaromer",,482021,42021,"pp#17476 FO 2585/2021, khk:p, lavicka-jaromer, mesto-jaromer",pirati_stan,"pp#17476 FO 2585/2021, khk:p, lavicka-jaromer, mesto-jaromer pp#17476 FO 2585/2021, khk:p, lavicka-jaromer, mesto-jaromer",o
2021-08-03,-1558.7,Bezhotovostní platba,"","pp#17452 FO 2563/2021, ulk:p, nakup-tycek-na-balonku-odpadkovych-kosu-a-kelimku-na-akce, papirnictvi",,2563,42021,"pp#17452 FO 2563/2021, ulk:p, nakup-tycek-na-balonku-odpadkovych-kosu-a-kelimku-na-akce, papirnictvi",pirati_stan,"pp#17452 FO 2563/2021, ulk:p, nakup-tycek-na-balonku-odpadkovych-kosu-a-kelimku-na-akce, papirnictvi pp#17452 FO 2563/2021, ulk:p, nakup-tycek-na-balonku-odpadkovych-kosu-a-kelimku-na-akce, papirnictvi",d
2021-08-03,-437.7,Bezhotovostní platba,"","pp#17451 FO 2562/2021, ulk:p, odmeny-na-detske-odpoledne-v-litomericich, obcerstveni",,2562,42021,"pp#17451 FO 2562/2021, ulk:p, odmeny-na-detske-odpoledne-v-litomericich, obcerstveni",pirati_stan,"pp#17451 FO 2562/2021, ulk:p, odmeny-na-detske-odpoledne-v-litomericich, obcerstveni pp#17451 FO 2562/2021, ulk:p, odmeny-na-detske-odpoledne-v-litomericich, obcerstveni",d
2021-08-03,4315615,Platba převodem uvnitř banky,Česká pirátská strana,Dary na sněmovní volby Piráti 1-7 2021,,,,Dary na sněmovní volby Piráti 1-7 2021,pirati_stan,Dary na snemovni volby Pirati 1-7 2021 Dary na snemovni volby Pirati 1-7 2021,d
2021-08-03,-1439.61,Karetní transakce,"","Nákup: Hotel at Booking.com,  Weteringschans 28, Amsterdam, 1017 SG, NLD, dne 3.8.2021, částka  55.00 EUR",,9967,,"Nákup: Hotel at Booking.com,  Weteringschans 28, Amsterdam, 1017 SG, NLD, dne 3.8.2021, částka  55.00 EUR",pirati_stan,"Nakup: Hotel at Booking.com, Weteringschans 28, Amsterdam, 1017 SG, NLD, dne 3.8.2021, castka 55.00 EUR Nakup: Hotel at Booking.com, Weteringschans 28, Amsterdam, 1017 SG, NLD, dne 3.8.2021, castka 55.00 EUR",d
2021-08-03,-13125.54,Karetní transakce,"","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 3.8.2021, částka  13125.54 CZK",,8267,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 3.8.2021, částka  13125.54 CZK",pirati_stan,"Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 3.8.2021, castka 13125.54 CZK Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 3.8.2021, castka 13125.54 CZK",d
2021-08-03,-114386,Bezhotovostní platba,"","pp#17578 FO 2681/2021, cen:kanc, dph-identifikovana-osoba-cervenec-2021, financni-urad-praha-2",,71339698,,"pp#17578 FO 2681/2021, cen:kanc, dph-identifikovana-osoba-cervenec-2021, financni-urad-praha-2",pirati_stan,"pp#17578 FO 2681/2021, cen:kanc, dph-identifikovana-osoba-cervenec-2021, financni-urad-praha-2 pp#17578 FO 2681/2021, cen:kanc, dph-identifikovana-osoba-cervenec-2021, financni-urad-praha-2",d
2021-08-02,-2000,Karetní transakce,"","Nákup: FACEBK *RXNVU4T872,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.8.2021, částka  2000.00 CZK",,6835,,"Nákup: FACEBK *RXNVU4T872,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.8.2021, částka  2000.00 CZK",pirati_stan,"Nakup: FACEBK *RXNVU4T872, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.8.2021, castka 2000.00 CZK Nakup: FACEBK *RXNVU4T872, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.8.2021, castka 2000.00 CZK",f
2021-08-02,-544.5,Bezhotovostní platba,"","pp#17537 FO 2643/2021, jhm:p, magneticke-samolepky, 94-minutes-sro",8,4110000410,42021,"pp#17537 FO 2643/2021, jhm:p, magneticke-samolepky, 94-minutes-sro",pirati_stan,"pp#17537 FO 2643/2021, jhm:p, magneticke-samolepky, 94-minutes-sro pp#17537 FO 2643/2021, jhm:p, magneticke-samolepky, 94-minutes-sro",d
2021-08-02,-7635.1,Bezhotovostní platba,"","pp#17530 FO 2636/2021, cen:vs, tisk-propagacni-materialy, graf-print-sro",,92521,42021,"pp#17530 FO 2636/2021, cen:vs, tisk-propagacni-materialy, graf-print-sro",pirati_stan,"pp#17530 FO 2636/2021, cen:vs, tisk-propagacni-materialy, graf-print-sro pp#17530 FO 2636/2021, cen:vs, tisk-propagacni-materialy, graf-print-sro",d
2021-08-02,-8000,Bezhotovostní platba,"","pp#17528 FO 2634/2021, cen:mo, proplaceni-ps-instagram-anna-doova-202107, annadoova",,20210023,,"pp#17528 FO 2634/2021, cen:mo, proplaceni-ps-instagram-anna-doova-202107, annadoova",pirati_stan,"pp#17528 FO 2634/2021, cen:mo, proplaceni-ps-instagram-anna-doova-202107, annadoova pp#17528 FO 2634/2021, cen:mo, proplaceni-ps-instagram-anna-doova-202107, annadoova",a
2021-08-02,-60258,Bezhotovostní platba,"","pp#17505 FO 2611/2021, pha:p, reklamni-polep-pice, folisom-sro",,21027,42021,"pp#17505 FO 2611/2021, pha:p, reklamni-polep-pice, folisom-sro",pirati_stan,"pp#17505 FO 2611/2021, pha:p, reklamni-polep-pice, folisom-sro pp#17505 FO 2611/2021, pha:p, reklamni-polep-pice, folisom-sro",d
2021-08-02,94100,Platba převodem uvnitř banky,STAROSTOVÉ A NEZÁVISLÍ,STAN - převod prostředků na volební účet,,,,STAN - převod prostředků na volební účet,pirati_stan,STAN - prevod prostredku na volebni ucet STAN - prevod prostredku na volebni ucet,d
2021-08-02,-50000,Bezhotovostní platba,"","pp#17522 FO 2628/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-cervenec-2021, pavelgruber",,6,42021,"pp#17522 FO 2628/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-cervenec-2021, pavelgruber",pirati_stan,"pp#17522 FO 2628/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-cervenec-2021, pavelgruber pp#17522 FO 2628/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-cervenec-2021, pavelgruber",d
2021-08-02,-25000,Bezhotovostní platba,"","pp#17521 FO 2627/2021, cen:vs, strategie-volebni-kampane-a-copywriting-cervenec, radek-antl",,20210048,42021,"pp#17521 FO 2627/2021, cen:vs, strategie-volebni-kampane-a-copywriting-cervenec, radek-antl",pirati_stan,"pp#17521 FO 2627/2021, cen:vs, strategie-volebni-kampane-a-copywriting-cervenec, radek-antl pp#17521 FO 2627/2021, cen:vs, strategie-volebni-kampane-a-copywriting-cervenec, radek-antl",d
2021-08-02,-294500,Bezhotovostní platba,"","pp#17520 FO 2626/2021, cen:vs, informacne-analyticke-sluzby, semantic-visions-sro",308,210018,42021,"pp#17520 FO 2626/2021, cen:vs, informacne-analyticke-sluzby, semantic-visions-sro",pirati_stan,"pp#17520 FO 2626/2021, cen:vs, informacne-analyticke-sluzby, semantic-visions-sro pp#17520 FO 2626/2021, cen:vs, informacne-analyticke-sluzby, semantic-visions-sro",d
2021-08-02,-15000,Bezhotovostní platba,"","pp#17516 FO 2622/2021, cen:mo, proplaceni-strategie-a-sprava-instagramoveho-profilu-202107, jaromirhorky",,20210801,,"pp#17516 FO 2622/2021, cen:mo, proplaceni-strategie-a-sprava-instagramoveho-profilu-202107, jaromirhorky",pirati_stan,"pp#17516 FO 2622/2021, cen:mo, proplaceni-strategie-a-sprava-instagramoveho-profilu-202107, jaromirhorky pp#17516 FO 2622/2021, cen:mo, proplaceni-strategie-a-sprava-instagramoveho-profilu-202107, jaromirhorky",d
2021-08-02,-13636,Bezhotovostní platba,"","pp#17510 FO 2616/2021, cen:vs, operatorka-call-centra, tereza-elefantova",308,20210001,42021,"pp#17510 FO 2616/2021, cen:vs, operatorka-call-centra, tereza-elefantova",pirati_stan,"pp#17510 FO 2616/2021, cen:vs, operatorka-call-centra, tereza-elefantova pp#17510 FO 2616/2021, cen:vs, operatorka-call-centra, tereza-elefantova",d
2021-08-02,-13636,Bezhotovostní platba,"","pp#17509 FO 2615/2021, cen:vs, operator-call-centra, david-hubka",308,1337,42021,"pp#17509 FO 2615/2021, cen:vs, operator-call-centra, david-hubka",pirati_stan,"pp#17509 FO 2615/2021, cen:vs, operator-call-centra, david-hubka pp#17509 FO 2615/2021, cen:vs, operator-call-centra, david-hubka",d
2021-08-02,-45469,Bezhotovostní platba,"","pp#17508 FO 2614/2021, cen:vs, koordinace-call-centra, filip-kubin",308,20210002,42021,"pp#17508 FO 2614/2021, cen:vs, koordinace-call-centra, filip-kubin",pirati_stan,"pp#17508 FO 2614/2021, cen:vs, koordinace-call-centra, filip-kubin pp#17508 FO 2614/2021, cen:vs, koordinace-call-centra, filip-kubin",d
2021-08-02,-5000,Bezhotovostní platba,"","pp#17504 FO 2610/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202107, ondrejtuma",,20210019,,"pp#17504 FO 2610/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202107, ondrejtuma",pirati_stan,"pp#17504 FO 2610/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202107, ondrejtuma pp#17504 FO 2610/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202107, ondrejtuma",s
2021-08-02,-399,Bezhotovostní platba,"","pp#17457 FO 2568/2021, cen:vs, kostymy-na-tiskovku, nase-vojsko-knizni-distribuce-sro",,2807,42021,"pp#17457 FO 2568/2021, cen:vs, kostymy-na-tiskovku, nase-vojsko-knizni-distribuce-sro",pirati_stan,"pp#17457 FO 2568/2021, cen:vs, kostymy-na-tiskovku, nase-vojsko-knizni-distribuce-sro pp#17457 FO 2568/2021, cen:vs, kostymy-na-tiskovku, nase-vojsko-knizni-distribuce-sro",d
2021-08-02,-3960.17,Karetní transakce,"","Nákup: FACEBK *QHHZZ3X7B2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.8.2021, částka  3960.17 CZK",,2020,,"Nákup: FACEBK *QHHZZ3X7B2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.8.2021, částka  3960.17 CZK",pirati_stan,"Nakup: FACEBK *QHHZZ3X7B2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.8.2021, castka 3960.17 CZK Nakup: FACEBK *QHHZZ3X7B2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.8.2021, castka 3960.17 CZK",f
2021-08-02,-3000,Karetní transakce,"","Nákup: FACEBK *L32ZX63WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.7.2021, částka  3000.00 CZK",,8267,,"Nákup: FACEBK *L32ZX63WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.7.2021, částka  3000.00 CZK",pirati_stan,"Nakup: FACEBK *L32ZX63WJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.7.2021, castka 3000.00 CZK Nakup: FACEBK *L32ZX63WJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.7.2021, castka 3000.00 CZK",f
2021-08-02,-18000,Bezhotovostní platba,"","pp#17495 FO 2603/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202107, ivanahlusickova",,20210017,,"pp#17495 FO 2603/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202107, ivanahlusickova",pirati_stan,"pp#17495 FO 2603/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202107, ivanahlusickova pp#17495 FO 2603/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202107, ivanahlusickova",d
2021-08-02,-25000,Bezhotovostní platba,"","pp#17493 FO 2602/2021, jhc:p, odmena-simon-blaschko-cervenec, simon-blaschko",,20210011,42021,"pp#17493 FO 2602/2021, jhc:p, odmena-simon-blaschko-cervenec, simon-blaschko",pirati_stan,"pp#17493 FO 2602/2021, jhc:p, odmena-simon-blaschko-cervenec, simon-blaschko pp#17493 FO 2602/2021, jhc:p, odmena-simon-blaschko-cervenec, simon-blaschko",d
2021-08-02,-50000,Bezhotovostní platba,"","pp#17491 FO 2600/2021, pha:p, proplaceni-rizeni-volebni-kampane-ks-praha-202107, laureenhollge",,20210013,42021,"pp#17491 FO 2600/2021, pha:p, proplaceni-rizeni-volebni-kampane-ks-praha-202107, laureenhollge",pirati_stan,"pp#17491 FO 2600/2021, pha:p, proplaceni-rizeni-volebni-kampane-ks-praha-202107, laureenhollge pp#17491 FO 2600/2021, pha:p, proplaceni-rizeni-volebni-kampane-ks-praha-202107, laureenhollge",d
2021-08-02,-1500,Bezhotovostní platba,"","pp#17490 FO 2599/2021, jhc:p, fotograf-jusuf, vaclav-kral",308,20210016,42021,"pp#17490 FO 2599/2021, jhc:p, fotograf-jusuf, vaclav-kral",pirati_stan,"pp#17490 FO 2599/2021, jhc:p, fotograf-jusuf, vaclav-kral pp#17490 FO 2599/2021, jhc:p, fotograf-jusuf, vaclav-kral",d
2021-08-02,-1917.85,Bezhotovostní platba,"","pp#17480 FO 2589/2021, kvk:p, tisk-plakatu-vratme-zemi-kulturu-loket, azus-brezova-sro",308,22210085,42021,"pp#17480 FO 2589/2021, kvk:p, tisk-plakatu-vratme-zemi-kulturu-loket, azus-brezova-sro",pirati_stan,"pp#17480 FO 2589/2021, kvk:p, tisk-plakatu-vratme-zemi-kulturu-loket, azus-brezova-sro pp#17480 FO 2589/2021, kvk:p, tisk-plakatu-vratme-zemi-kulturu-loket, azus-brezova-sro",o
2021-08-02,-25410,Bezhotovostní platba,"","pp#17474 FO 2583/2021, stc:p, on-line-strategie-prvni-cast, communication-lab-sro",,20210125,42021,"pp#17474 FO 2583/2021, stc:p, on-line-strategie-prvni-cast, communication-lab-sro",pirati_stan,"pp#17474 FO 2583/2021, stc:p, on-line-strategie-prvni-cast, communication-lab-sro pp#17474 FO 2583/2021, stc:p, on-line-strategie-prvni-cast, communication-lab-sro",d
2021-08-02,-20000,Bezhotovostní platba,"","pp#17473 FO 2582/2021, cen:vs, koordinace-dobrovolniku-cervenec-2021, dominika-krizova",,20210008,42021,"pp#17473 FO 2582/2021, cen:vs, koordinace-dobrovolniku-cervenec-2021, dominika-krizova",pirati_stan,"pp#17473 FO 2582/2021, cen:vs, koordinace-dobrovolniku-cervenec-2021, dominika-krizova pp#17473 FO 2582/2021, cen:vs, koordinace-dobrovolniku-cervenec-2021, dominika-krizova",d
2021-08-02,-93721.76,Bezhotovostní platba,"","pp#17472 FO 2581/2021, plk:p, plakaty-mensi-obce, plakat-sro",308,2021084,42021,"pp#17472 FO 2581/2021, plk:p, plakaty-mensi-obce, plakat-sro",pirati_stan,"pp#17472 FO 2581/2021, plk:p, plakaty-mensi-obce, plakat-sro pp#17472 FO 2581/2021, plk:p, plakaty-mensi-obce, plakat-sro",d
2021-08-02,-5701.29,Bezhotovostní platba,"","pp#17469 FO 2580/2021, olk:p, fb-propagace-cervenec, josef-indra",,111,,"pp#17469 FO 2580/2021, olk:p, fb-propagace-cervenec, josef-indra",pirati_stan,"pp#17469 FO 2580/2021, olk:p, fb-propagace-cervenec, josef-indra pp#17469 FO 2580/2021, olk:p, fb-propagace-cervenec, josef-indra",d
2021-08-02,-2850,Platba převodem uvnitř banky,"","pp#17404 FO 2520/2021, cen:vs, snidane-s-novinari, junak-cesky-skaut-skautsky-institut-z-s",8,100932021,42021,"pp#17404 FO 2520/2021, cen:vs, snidane-s-novinari, junak-cesky-skaut-skautsky-institut-z-s",pirati_stan,"pp#17404 FO 2520/2021, cen:vs, snidane-s-novinari, junak-cesky-skaut-skautsky-institut-z-s pp#17404 FO 2520/2021, cen:vs, snidane-s-novinari, junak-cesky-skaut-skautsky-institut-z-s",d
2021-08-02,-205700,Bezhotovostní platba,"","pp#17203 FO 2345/2021, cen:vs, medialni-trenink, prkonektor-sro",,20210327,42021,"pp#17203 FO 2345/2021, cen:vs, medialni-trenink, prkonektor-sro",pirati_stan,"pp#17203 FO 2345/2021, cen:vs, medialni-trenink, prkonektor-sro pp#17203 FO 2345/2021, cen:vs, medialni-trenink, prkonektor-sro",d
2021-08-02,-5400,Okamžitá odchozí platba,"","pp#17475 FO 2584/2021, stc:p, lavicky-celakovice, mestsky-urad-celakovice",,600,42021,"pp#17475 FO 2584/2021, stc:p, lavicky-celakovice, mestsky-urad-celakovice",pirati_stan,"pp#17475 FO 2584/2021, stc:p, lavicky-celakovice, mestsky-urad-celakovice pp#17475 FO 2584/2021, stc:p, lavicky-celakovice, mestsky-urad-celakovice",d
2021-07-30,-17861.68,Karetní transakce,"","Nákup: FACEBK *3DAKF6TUF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.7.2021, částka  17861.68 CZK",,8267,,"Nákup: FACEBK *3DAKF6TUF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.7.2021, částka  17861.68 CZK",pirati_stan,"Nakup: FACEBK *3DAKF6TUF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.7.2021, castka 17861.68 CZK Nakup: FACEBK *3DAKF6TUF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.7.2021, castka 17861.68 CZK",f
2021-07-30,-674.82,Karetní transakce,"","Nákup: FACEBK *YZ8WA6T9Q2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.7.2021, částka  674.82 CZK",,8267,,"Nákup: FACEBK *YZ8WA6T9Q2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.7.2021, částka  674.82 CZK",pirati_stan,"Nakup: FACEBK *YZ8WA6T9Q2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.7.2021, castka 674.82 CZK Nakup: FACEBK *YZ8WA6T9Q2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.7.2021, castka 674.82 CZK",f
2021-07-29,-1166,Okamžitá odchozí platba,"","pp#17443 FO 2554/2021, stc:p, phm-kontaktni-kampan-skalecka-pout-dodavka-elektrocentrala-martin-karim, robin-oil-sro",,25542021,42021,"pp#17443 FO 2554/2021, stc:p, phm-kontaktni-kampan-skalecka-pout-dodavka-elektrocentrala-martin-karim, robin-oil-sro",pirati_stan,"pp#17443 FO 2554/2021, stc:p, phm-kontaktni-kampan-skalecka-pout-dodavka-elektrocentrala-martin-karim, robin-oil-sro pp#17443 FO 2554/2021, stc:p, phm-kontaktni-kampan-skalecka-pout-dodavka-elektrocentrala-martin-karim, robin-oil-sro",d
2021-07-29,-310,Bezhotovostní platba,"","pp#17442 FO 2553/2021, cen:vs, obcerstveni-parkovani-beroun, obcerstveni-fotografu-a-parkovani",,2607,42021,"pp#17442 FO 2553/2021, cen:vs, obcerstveni-parkovani-beroun, obcerstveni-fotografu-a-parkovani",pirati_stan,"pp#17442 FO 2553/2021, cen:vs, obcerstveni-parkovani-beroun, obcerstveni-fotografu-a-parkovani pp#17442 FO 2553/2021, cen:vs, obcerstveni-parkovani-beroun, obcerstveni-fotografu-a-parkovani",d
2021-07-29,-2880,Bezhotovostní platba,"","pp#17454 FO 2565/2021, cen:vs, kostymy-na-tiskovku, chi-cuong-vuong",,2807,42021,"pp#17454 FO 2565/2021, cen:vs, kostymy-na-tiskovku, chi-cuong-vuong",pirati_stan,"pp#17454 FO 2565/2021, cen:vs, kostymy-na-tiskovku, chi-cuong-vuong pp#17454 FO 2565/2021, cen:vs, kostymy-na-tiskovku, chi-cuong-vuong",d
2021-07-29,-313.32,Bezhotovostní platba,"","pp#17403 FO 2519/2021, cen:vs, obcerstveni-call-centrum-19-23-7, nakup-obcerstveni",,1905,42021,"pp#17403 FO 2519/2021, cen:vs, obcerstveni-call-centrum-19-23-7, nakup-obcerstveni",pirati_stan,"pp#17403 FO 2519/2021, cen:vs, obcerstveni-call-centrum-19-23-7, nakup-obcerstveni pp#17403 FO 2519/2021, cen:vs, obcerstveni-call-centrum-19-23-7, nakup-obcerstveni",d
2021-07-29,-1500,Bezhotovostní platba,"","pp#17460 FO 2571/2021, cen:ft, administrace-a-medialni-prezentace-cerven-2021, miroslav-tkac",308,21076,333,"pp#17460 FO 2571/2021, cen:ft, administrace-a-medialni-prezentace-cerven-2021, miroslav-tkac",pirati_stan,"pp#17460 FO 2571/2021, cen:ft, administrace-a-medialni-prezentace-cerven-2021, miroslav-tkac pp#17460 FO 2571/2021, cen:ft, administrace-a-medialni-prezentace-cerven-2021, miroslav-tkac",d
