"date","amount","type","contra_account_name","message_for_recipient","ks","vs","ss","note"
"19.07.2021",-15000,"Karetní transakce","","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.7.2021, částka  15000.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.7.2021, částka  15000.00 CZK"
"19.07.2021",-15000,"Karetní transakce","","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 17.7.2021, částka  15000.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 17.7.2021, částka  15000.00 CZK"
"19.07.2021",-5000,"Karetní transakce","","Nákup: FACEBK *4R76N6FRG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 18.7.2021, částka  5000.00 CZK",NA,6835,NA,"Nákup: FACEBK *4R76N6FRG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 18.7.2021, částka  5000.00 CZK"
"19.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *KRKDV5KVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.7.2021, částka  20000.00 CZK",NA,8267,NA,"Nákup: FACEBK *KRKDV5KVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.7.2021, částka  20000.00 CZK"
"16.07.2021",-57.61,"Karetní transakce","","Nákup: FACEBK *WDH7K5KNM2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 15.7.2021, částka  57.61 CZK",NA,8267,NA,"Nákup: FACEBK *WDH7K5KNM2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 15.7.2021, částka  57.61 CZK"
"16.07.2021",-3000,"Karetní transakce","","Nákup: FACEBK *7GZ9H6TVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 15.7.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *7GZ9H6TVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 15.7.2021, částka  3000.00 CZK"
"15.07.2021",-66550,"Okamžitá odchozí platba","","pp#17223 FO 2365/2021, cen:mo, technicky-rozvoj-a-sprava-webu, michal-bohac",NA,210100034,42021,"pp#17223 FO 2365/2021, cen:mo, technicky-rozvoj-a-sprava-webu, michal-bohac"
"15.07.2021",-36809,"Bezhotovostní platba","","pp#17220 FO 2362/2021, pha:p, stanek-x60-stanek-x70-6ks, newtech-production-as",NA,202100169,42021,"pp#17220 FO 2362/2021, pha:p, stanek-x60-stanek-x70-6ks, newtech-production-as"
"15.07.2021",-16146,"Platba převodem uvnitř banky","","pp#17214 FO 2356/2021, olk:p, reklamni-predmety-omalovanky-otviraky-propisky, need-art-sro",8,2821,42021,"pp#17214 FO 2356/2021, olk:p, reklamni-predmety-omalovanky-otviraky-propisky, need-art-sro"
"15.07.2021",-5723,"Platba převodem uvnitř banky","","pp#17196 FO 2338/2021, jhm:p, reklamni-predmety-jihomoravsky-kraj, need-art-sro",NA,2321,42021,"pp#17196 FO 2338/2021, jhm:p, reklamni-predmety-jihomoravsky-kraj, need-art-sro"
"15.07.2021",-5640.8,"Platba převodem uvnitř banky","","pp#17195 FO 2337/2021, pha:p, zalohova-faktura-placky-37-mm-se-spendlikem-ii, reklamnitechnologiecz-sro",8,20214699,42021,"pp#17195 FO 2337/2021, pha:p, zalohova-faktura-placky-37-mm-se-spendlikem-ii, reklamnitechnologiecz-sro"
"15.07.2021",-5400,"Bezhotovostní platba","","pp#17185 FO 2328/2021, pha:p, foceni-prazskych-kandidatu-do-ps-2021, zuzana-bohmova",NA,140701,42021,"pp#17185 FO 2328/2021, pha:p, foceni-prazskych-kandidatu-do-ps-2021, zuzana-bohmova"
"15.07.2021",-878,"Bezhotovostní platba","","pp#17183 FO 2326/2021, pha:p, obcerstveni-teambuilding-kandidatu-vii, nestle-cesko-sro",NA,40707,42021,"pp#17183 FO 2326/2021, pha:p, obcerstveni-teambuilding-kandidatu-vii, nestle-cesko-sro"
"15.07.2021",-466,"Bezhotovostní platba","","pp#17182 FO 2325/2021, pha:p, obcerstveni-teambuilding-kandidatu-vi, zelezarstvi-na-podbabske-sro",NA,140706,42021,"pp#17182 FO 2325/2021, pha:p, obcerstveni-teambuilding-kandidatu-vi, zelezarstvi-na-podbabske-sro"
"15.07.2021",-1931,"Bezhotovostní platba","","pp#17181 FO 2324/2021, pha:p, obcerstveni-teambuilding-kandidatu-v, reznictvi-meatpoint-sro",NA,40705,42021,"pp#17181 FO 2324/2021, pha:p, obcerstveni-teambuilding-kandidatu-v, reznictvi-meatpoint-sro"
"15.07.2021",-1976,"Bezhotovostní platba","","pp#17180 FO 2323/2021, pha:p, obcerstveni-teambuilding-kandidatu-iv, reznictvi-meatpoint-sro",NA,140704,42021,"pp#17180 FO 2323/2021, pha:p, obcerstveni-teambuilding-kandidatu-iv, reznictvi-meatpoint-sro"
"15.07.2021",-239,"Bezhotovostní platba","","pp#17179 FO 2322/2021, pha:p, obcerstveni-teambuilding-kandidatu-iii, lidl-ceska-republika",NA,140703,42021,"pp#17179 FO 2322/2021, pha:p, obcerstveni-teambuilding-kandidatu-iii, lidl-ceska-republika"
"15.07.2021",-1332.69,"Bezhotovostní platba","","pp#17178 FO 2321/2021, pha:p, obcerstveni-teambuilding-kandidatu-ii, velka-pecka-sro",NA,140702,42021,"pp#17178 FO 2321/2021, pha:p, obcerstveni-teambuilding-kandidatu-ii, velka-pecka-sro"
"15.07.2021",-5826.57,"Bezhotovostní platba","","pp#17177 FO 2320/2021, pha:p, obcerstveni-teambuilding-kandidatu-i, velka-pecka-sro",NA,140701,42021,"pp#17177 FO 2320/2021, pha:p, obcerstveni-teambuilding-kandidatu-i, velka-pecka-sro"
"15.07.2021",-15000,"Bezhotovostní platba","","pp#17091 FO 2240/2021, cen:mo, proplaceni-strategie-a-sprava-instagramoveho-profilu-202106, jaromirhorky",NA,20210701,NA,"pp#17091 FO 2240/2021, cen:mo, proplaceni-strategie-a-sprava-instagramoveho-profilu-202106, jaromirhorky"
"15.07.2021",-30716,"Platba převodem uvnitř banky","","pp#17211 FO 2353/2021, kvk:p, merch-1, need-art-sro",8,2021,42021,"pp#17211 FO 2353/2021, kvk:p, merch-1, need-art-sro"
"15.07.2021",-30250,"Bezhotovostní platba","","pp#17208 FO 2350/2021, pha:p, medialni-trenink, prkonektor-sro",NA,20210331,42021,"pp#17208 FO 2350/2021, pha:p, medialni-trenink, prkonektor-sro"
"15.07.2021",-2178,"Bezhotovostní platba","","pp#17207 FO 2349/2021, pha:p, zabor-kacerov, dopravni-podnik-hl-m-prahy-as",308,2121006508,42021,"pp#17207 FO 2349/2021, pha:p, zabor-kacerov, dopravni-podnik-hl-m-prahy-as"
"15.07.2021",-16800,"Bezhotovostní platba","","pp#17202 FO 2344/2021, cen:vs, baterie-nanuk-tour, alzacz-as",NA,1229540711,42021,"pp#17202 FO 2344/2021, cen:vs, baterie-nanuk-tour, alzacz-as"
"15.07.2021",-12953,"Platba převodem uvnitř banky","","pp#17201 FO 2343/2021, khk:p, krajsky-merch, need-art-sro",NA,3021,42021,"pp#17201 FO 2343/2021, khk:p, krajsky-merch, need-art-sro"
"15.07.2021",-5025,"Platba převodem uvnitř banky","","pp#17197 FO 2339/2021, pak:p, merch-pak-na-kont-kampan, need-art-sro",NA,2621,42021,"pp#17197 FO 2339/2021, pak:p, merch-pak-na-kont-kampan, need-art-sro"
"15.07.2021",-2000,"Bezhotovostní platba","","pp#17193 FO 5623/2020, pak:p, proplaceni-korektury-kmo-pardubicky-kraj-202106, jaroslavlainz",NA,202102,NA,"pp#17193 FO 5623/2020, pak:p, proplaceni-korektury-kmo-pardubicky-kraj-202106, jaroslavlainz"
"15.07.2021",-13115,"Bezhotovostní platba","","pp#17190 FO 2333/2021, cen:vs, dataloggery-pro-nanuk-tour, kalist-akl-sro",308,2102626,42021,"pp#17190 FO 2333/2021, cen:vs, dataloggery-pro-nanuk-tour, kalist-akl-sro"
"15.07.2021",-163350,"Bezhotovostní platba","","pp#17189 FO 2332/2021, cen:vs, stemmark-pruzkum, stemmark-as",308,20210341,42021,"pp#17189 FO 2332/2021, cen:vs, stemmark-pruzkum, stemmark-as"
"15.07.2021",-4117.29,"Bezhotovostní platba","","pp#17149 FO 2293/2021, cen:vs, dataloggery-pro-nanuk-tour, conrad-electronics",NA,9726851068,42021,"pp#17149 FO 2293/2021, cen:vs, dataloggery-pro-nanuk-tour, conrad-electronics"
"15.07.2021",-4562,"Bezhotovostní platba","","pp#17083 FO 2232/2021, jhm:p, snemovni-volby-2021-nakup-placek, michal-hons",NA,20210315,42021,"pp#17083 FO 2232/2021, jhm:p, snemovni-volby-2021-nakup-placek, michal-hons"
"15.07.2021",-32120,"Bezhotovostní platba","","pp#17069 FO 2218/2021, cen:vs, teambuilding-cvs-23-6, lodni-spolecnost-bohemia-sro",308,210100005,42021,"pp#17069 FO 2218/2021, cen:vs, teambuilding-cvs-23-6, lodni-spolecnost-bohemia-sro"
"15.07.2021",-7520,"Bezhotovostní platba","","pp#17001 FO 2160/2021, cen:mo, korektury-pro-projekt-co-jsme-vlastne-zac, vendula-braunerova",NA,12021,42021,"pp#17001 FO 2160/2021, cen:mo, korektury-pro-projekt-co-jsme-vlastne-zac, vendula-braunerova"
"15.07.2021",-495,"Karetní transakce","","Nákup: IKEA CZ ecom,  Skandinavska 1 131, Praha, 155 00, CZE, dne 14.7.2021, částka  495.00 CZK",NA,8267,NA,"Nákup: IKEA CZ ecom,  Skandinavska 1 131, Praha, 155 00, CZE, dne 14.7.2021, částka  495.00 CZK"
"15.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *WLJNH57VF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 14.7.2021, částka  20000.00 CZK",NA,8267,NA,"Nákup: FACEBK *WLJNH57VF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 14.7.2021, částka  20000.00 CZK"
"14.07.2021",-12000,"Bezhotovostní platba","","pp#17186 FO 2329/2021, ulk:p, banner-louny, pavel-plechac-hudebniny-special",NA,2329,42021,"pp#17186 FO 2329/2021, ulk:p, banner-louny, pavel-plechac-hudebniny-special"
"14.07.2021",-2000,"Bezhotovostní platba","","pp#17176 FO 2319/2021, khk:p, graficke-prace-pro-ks-62021, michal-cepelka",NA,212021,NA,"pp#17176 FO 2319/2021, khk:p, graficke-prace-pro-ks-62021, michal-cepelka"
"14.07.2021",-3000,"Bezhotovostní platba","","pp#17175 FO 2318/2021, khk:p, graficke-prace-kampan-62021, michal-cepelka",NA,202021,NA,"pp#17175 FO 2318/2021, khk:p, graficke-prace-kampan-62021, michal-cepelka"
"14.07.2021",-55660,"Bezhotovostní platba","","pp#17174 FO 2317/2021, pha:p, focus-group, stemmark-as",308,20210354,42021,"pp#17174 FO 2317/2021, pha:p, focus-group, stemmark-as"
"14.07.2021",-39370,"Bezhotovostní platba","","pp#17166 FO 2309/2021, olk:p, tisk-plakatu-2240-kusu, jaroslav-sypena",NA,252021,42021,"pp#17166 FO 2309/2021, olk:p, tisk-plakatu-2240-kusu, jaroslav-sypena"
"14.07.2021",-756,"Bezhotovostní platba","","pp#17151 FO 2295/2021, jhm:p, tisk-argumentacni-manual, nikola-vlckova",NA,2295,42021,"pp#17151 FO 2295/2021, jhm:p, tisk-argumentacni-manual, nikola-vlckova"
"14.07.2021",-1706,"Bezhotovostní platba","","pp#17146 FO 2291/2021, cen:vs, vyroba-placek, michal-hons",NA,20210321,42021,"pp#17146 FO 2291/2021, cen:vs, vyroba-placek, michal-hons"
"14.07.2021",-44000,"Bezhotovostní platba","","pp#17145 FO 2290/2021, cen:vs, medialni-treninky-kandidatu, mgr-jana-tausova",NA,202123,42021,"pp#17145 FO 2290/2021, cen:vs, medialni-treninky-kandidatu, mgr-jana-tausova"
"14.07.2021",-18150,"Bezhotovostní platba","","pp#17144 FO 2289/2021, cen:vs, prezentace-styling-kampane, gabriela-koutska",NA,2021007,42021,"pp#17144 FO 2289/2021, cen:vs, prezentace-styling-kampane, gabriela-koutska"
"14.07.2021",-2500,"Platba převodem uvnitř banky","","pp#17127 FO 2274/2021, msk:p, 2021-volby-psp-zahajeni-kampane-msk-zajisteni-live-streamingu, ondrej-glatz",NA,20210061,42021,"pp#17127 FO 2274/2021, msk:p, 2021-volby-psp-zahajeni-kampane-msk-zajisteni-live-streamingu, ondrej-glatz"
"14.07.2021",-4000,"Bezhotovostní platba","","pp#17126 FO 2273/2021, msk:p, 2021-volby-psp-zahajeni-kampane-msk-vyroba-video-medailonku, michaela-juscikova",NA,24021,42021,"pp#17126 FO 2273/2021, msk:p, 2021-volby-psp-zahajeni-kampane-msk-vyroba-video-medailonku, michaela-juscikova"
"14.07.2021",-14300,"Bezhotovostní platba","","pp#17123 FO 2270/2021, plk:p, kompletni-zajisteni-akce-rodinny-den, pavel-strnad",NA,12021,42021,"pp#17123 FO 2270/2021, plk:p, kompletni-zajisteni-akce-rodinny-den, pavel-strnad"
"14.07.2021",-35000,"Bezhotovostní platba","","pp#17120 FO 2267/2021, jhm:p, odmena-volebni-manazerka-cerven, nikola-vlckova",308,2101003,42021,"pp#17120 FO 2267/2021, jhm:p, odmena-volebni-manazerka-cerven, nikola-vlckova"
"14.07.2021",-292,"Bezhotovostní platba","","pp#17108 FO 2257/2021, khk:p, podpora-ks-62021, alena-valentova",NA,1207202102,NA,"pp#17108 FO 2257/2021, khk:p, podpora-ks-62021, alena-valentova"
"14.07.2021",-4298,"Bezhotovostní platba","","pp#17107 FO 2256/2021, khk:p, graficke-a-market-prace-62021, alena-valentova",NA,1207202101,NA,"pp#17107 FO 2256/2021, khk:p, graficke-a-market-prace-62021, alena-valentova"
"14.07.2021",-103545.8,"Bezhotovostní platba","","pp#17084 FO 2233/2021, jhm:p, zaloha-realizace-expozice-na-nam-svobody-1-cast, dajan-servis-spol-s-r-o",308,2102018,42021,"pp#17084 FO 2233/2021, jhm:p, zaloha-realizace-expozice-na-nam-svobody-1-cast, dajan-servis-spol-s-r-o"
"14.07.2021",-32000,"Bezhotovostní platba","","pp#17080 FO 2229/2021, cen:mo, proplaceni-vedouci-odpovidacu-202107, michalzachar",NA,60072021,NA,"pp#17080 FO 2229/2021, cen:mo, proplaceni-vedouci-odpovidacu-202107, michalzachar"
"14.07.2021",-240,"Bezhotovostní platba","","pp#17066 FO 2215/2021, jhm:p, poplatek-za-uzivani-verejneho-prostranstvi, urad-mestske-casti-mesta-brna-brno-stred",NA,1062802667,42021,"pp#17066 FO 2215/2021, jhm:p, poplatek-za-uzivani-verejneho-prostranstvi, urad-mestske-casti-mesta-brna-brno-stred"
"14.07.2021",-6170,"Okamžitá odchozí platba","","pp#16722 FO 1906/2021, cen:vs, vyroba-placek, michal-smrcina",NA,2392021,42021,"pp#16722 FO 1906/2021, cen:vs, vyroba-placek, michal-smrcina"
"13.07.2021",-75386,"Bezhotovostní platba","","pp#17170 FO 2313/2021, cen:kanc, dph-identifikovana-osoba-cerven-2021, financni-urad-praha-2",NA,71339698,NA,"pp#17170 FO 2313/2021, cen:kanc, dph-identifikovana-osoba-cerven-2021, financni-urad-praha-2"
"13.07.2021",-1210,"Bezhotovostní platba","","pp#17113 FO 2262/2021, khk:p, 2021-volby-psp-jarni-roznos-storno-poplatek, ceska-distribucni-ks",NA,12212930,42021,"pp#17113 FO 2262/2021, khk:p, 2021-volby-psp-jarni-roznos-storno-poplatek, ceska-distribucni-ks"
"13.07.2021",-7650,"Bezhotovostní platba","","pp#17099 FO 2248/2021, zlk:p, jhorkyfoceni, jaromir-horky",308,20210603,42021,"pp#17099 FO 2248/2021, zlk:p, jhorkyfoceni, jaromir-horky"
"13.07.2021",-600,"Platba převodem uvnitř banky","","pp#17074 FO 2223/2021, khk:p, kravata-ib-v-trutnove, katerina-hulkova",NA,100142021,42021,"pp#17074 FO 2223/2021, khk:p, kravata-ib-v-trutnove, katerina-hulkova"
"13.07.2021",-1048,"Platba převodem uvnitř banky","","pp#17073 FO 2222/2021, khk:p, papirnictvi-ib-v-trutnove, papirnictvi",NA,1,42021,"pp#17073 FO 2222/2021, khk:p, papirnictvi-ib-v-trutnove, papirnictvi"
"13.07.2021",-22000,"Bezhotovostní platba","","pp#17070 FO 2219/2021, cen:vs, specialista-onlinemarketingu-pro-kampan-cerven-2021, jakub-ondracek",NA,2021003,42021,"pp#17070 FO 2219/2021, cen:vs, specialista-onlinemarketingu-pro-kampan-cerven-2021, jakub-ondracek"
"13.07.2021",-1650,"Bezhotovostní platba","","pp#17052 FO 2208/2021, ulk:p, sluzebni-cesta-ubytovani-v-krasne-lipe, vratislav-filipek",NA,20210033,NA,"pp#17052 FO 2208/2021, ulk:p, sluzebni-cesta-ubytovani-v-krasne-lipe, vratislav-filipek"
"13.07.2021",-35000,"Bezhotovostní platba","","pp#17016 FO 2175/2021, olk:p, proplaceni-pr-manager-josef-indra-202106, josefindra",NA,20210601,NA,"pp#17016 FO 2175/2021, olk:p, proplaceni-pr-manager-josef-indra-202106, josefindra"
"13.07.2021",-1608.42,"Bezhotovostní platba","","pp#17014 FO 2173/2021, olk:p, fb-propagace-cerven, facebook-ireland-limite",NA,601,NA,"pp#17014 FO 2173/2021, olk:p, fb-propagace-cerven, facebook-ireland-limite"
"13.07.2021",-735,"Bezhotovostní platba","","pp#16987 FO 2146/2021, pha:p, cestovne, jiri-belsan",NA,20210019,42021,"pp#16987 FO 2146/2021, pha:p, cestovne, jiri-belsan"
"13.07.2021",-1175.25,"Karetní transakce","","Nákup: FACEBK *WX82S57VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.7.2021, částka  1175.25 CZK",NA,8267,NA,"Nákup: FACEBK *WX82S57VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.7.2021, částka  1175.25 CZK"
"13.07.2021",-413,"Karetní transakce","","Nákup: FACEBK *RDPBX57XY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.7.2021, částka  413.00 CZK",NA,8267,NA,"Nákup: FACEBK *RDPBX57XY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.7.2021, částka  413.00 CZK"
"13.07.2021",-3493,"Karetní transakce","","Nákup: Lidl Shop Vam dekuje,  Narozni 1395/1, Praha 5, 15800, CZE, dne 12.7.2021, částka  3493.00 CZK",NA,8267,NA,"Nákup: Lidl Shop Vam dekuje,  Narozni 1395/1, Praha 5, 15800, CZE, dne 12.7.2021, částka  3493.00 CZK"
"12.07.2021",-43500,"Okamžitá odchozí platba","","pp#17004 FO 2163/2021, cen:mo, proplaceni-sefredaktor-piratskych-listu-a-pr-spojka-pro-pardubicky-a-liberecky-kraj-202106, michalchalupa",NA,2021007,NA,"pp#17004 FO 2163/2021, cen:mo, proplaceni-sefredaktor-piratskych-listu-a-pr-spojka-pro-pardubicky-a-liberecky-kraj-202106, michalchalupa"
"12.07.2021",-7200,"Okamžitá odchozí platba","","pp#16822 FO 1992/2021, cen:vs, zpracovani-argumentacniho-manualu-14-krajskych-mutaci, jarmila-palata",NA,112021,42021,"pp#16822 FO 1992/2021, cen:vs, zpracovani-argumentacniho-manualu-14-krajskych-mutaci, jarmila-palata"
"12.07.2021",-1311,"Karetní transakce","","Nákup: Alza.cz a.s.,  Jankovcova 53, Prague, 170 00, CZE, dne 12.7.2021, částka  1311.00 CZK",NA,8267,NA,"Nákup: Alza.cz a.s.,  Jankovcova 53, Prague, 170 00, CZE, dne 12.7.2021, částka  1311.00 CZK"
"12.07.2021",-20000,"Okamžitá odchozí platba","","pp#16939 FO 2100/2021, cen:vs, koordinace-dobrovolniku-cerven-2021, dominika-krizova",NA,20210007,42021,"pp#16939 FO 2100/2021, cen:vs, koordinace-dobrovolniku-cerven-2021, dominika-krizova"
"12.07.2021",-10000,"Karetní transakce","","Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 11.7.2021, částka  10000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 11.7.2021, částka  10000.00 CZK"
"12.07.2021",-500,"Karetní transakce","","Nákup: FACEBK *8ZCLA6F3Q2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 11.7.2021, částka  500.00 CZK",NA,6835,NA,"Nákup: FACEBK *8ZCLA6F3Q2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 11.7.2021, částka  500.00 CZK"
"12.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *4UKM85BVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 11.7.2021, částka  20000.00 CZK",NA,8267,NA,"Nákup: FACEBK *4UKM85BVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 11.7.2021, částka  20000.00 CZK"
"12.07.2021",-50000,"Bezhotovostní platba","","pp#17086 FO 2235/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-cerven-2021, pavelgruber",NA,5,42021,"pp#17086 FO 2235/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-cerven-2021, pavelgruber"
"12.07.2021",-20086,"Bezhotovostní platba","","pp#17082 FO 2231/2021, stc:p, commlab-on-line-cerven, communication-lab-sro",NA,20210118,42021,"pp#17082 FO 2231/2021, stc:p, commlab-on-line-cerven, communication-lab-sro"
"12.07.2021",-33813,"Bezhotovostní platba","","pp#17081 FO 2230/2021, vys:p, najem-bigboardu-06-102021, jakub-behan",NA,20210029,42021,"pp#17081 FO 2230/2021, vys:p, najem-bigboardu-06-102021, jakub-behan"
"12.07.2021",-12000,"Bezhotovostní platba","","pp#17078 FO 2227/2021, stc:p, suva-grafika-cerven, jakub-suva",NA,20210706,42021,"pp#17078 FO 2227/2021, stc:p, suva-grafika-cerven, jakub-suva"
"12.07.2021",-12000,"Bezhotovostní platba","","pp#17077 FO 2226/2021, stc:p, suva-grafika-kveten, jakub-suva",NA,20210705,42021,"pp#17077 FO 2226/2021, stc:p, suva-grafika-kveten, jakub-suva"
"12.07.2021",-22000,"Bezhotovostní platba","","pp#17076 FO 2225/2021, cen:vs, sluzby-v-oblasti-online-marketingu-za-mesic-cerven, magdalena-duskova",NA,20210008,42021,"pp#17076 FO 2225/2021, cen:vs, sluzby-v-oblasti-online-marketingu-za-mesic-cerven, magdalena-duskova"
"12.07.2021",-97523,"Bezhotovostní platba","","pp#17068 FO 2217/2021, cen:vs, automrazaky-zalohova-faktura, filson-sro",8,9021468192,42021,"pp#17068 FO 2217/2021, cen:vs, automrazaky-zalohova-faktura, filson-sro"
"12.07.2021",-40000,"Platba převodem uvnitř banky","","pp#17067 FO 2216/2021, vys:p, proplaceni-prikazni-smlouva-prmm-jiri-svoboda-202106, jirisvobodahb",308,20210011,NA,"pp#17067 FO 2216/2021, vys:p, proplaceni-prikazni-smlouva-prmm-jiri-svoboda-202106, jirisvobodahb"
"12.07.2021",-99608,"Bezhotovostní platba","","pp#17063 FO 2212/2021, cen:vs, rebranding-stanku, newtech-production-as",NA,202100168,42021,"pp#17063 FO 2212/2021, cen:vs, rebranding-stanku, newtech-production-as"
"12.07.2021",-335117.61,"Platba převodem uvnitř banky","","pp#16847 FO 2014/2021, cen:vs, tistena-reklama-kveten, mediatrix-sro",308,2021034,42021,"pp#16847 FO 2014/2021, cen:vs, tistena-reklama-kveten, mediatrix-sro"
"12.07.2021",-708084.43,"Platba převodem uvnitř banky","","pp#16846 FO 2013/2021, cen:vs, venkovni-reklama-kveten, mediatrix-sro",308,2021035,42021,"pp#16846 FO 2013/2021, cen:vs, venkovni-reklama-kveten, mediatrix-sro"
"12.07.2021",-527584.91,"Platba převodem uvnitř banky","","pp#16845 FO 2012/2021, cen:vs, online-reklama-kveten, mediatrix-sro",308,2021036,42021,"pp#16845 FO 2012/2021, cen:vs, online-reklama-kveten, mediatrix-sro"
"12.07.2021",-3000,"Karetní transakce","","Nákup: FACEBK *4VW2C6XVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 10.7.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *4VW2C6XVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 10.7.2021, částka  3000.00 CZK"
"12.07.2021",-5000,"Karetní transakce","","Nákup: FACEBK *WADNK6KRG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 10.7.2021, částka  5000.00 CZK",NA,6835,NA,"Nákup: FACEBK *WADNK6KRG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 10.7.2021, částka  5000.00 CZK"
"09.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *BAYN65BVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.7.2021, částka  20000.00 CZK",NA,8267,NA,"Nákup: FACEBK *BAYN65BVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.7.2021, částka  20000.00 CZK"
"09.07.2021",-683.27,"Karetní transakce","","Nákup: FACEBK *AKAT44BR42,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.7.2021, částka  683.27 CZK",NA,6835,NA,"Nákup: FACEBK *AKAT44BR42,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.7.2021, částka  683.27 CZK"
